名称,種類,所在地,関連URL,写真,回収地区,回収日,回収品目,その他情報,コメント,経度,緯度
中央五丁目  4,総合,大和市中央5-13-14  大和中央宿舎,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,102-F-5,139.4616608,35.463626
中央五丁目  2,総合,大和市中央5-17  市営やよい住宅,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,102-G-8,139.462127,35.4627356
南林間東南  8,総合,大和市林間1-10-7  エスポワール南林間　南側,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-G-5,139.4533195,35.4909535
南林間東南  3,総合,大和市林間1-2-15　青秋桜（ブルーコスモス）,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-F-5,139.4531839,35.4908257
南林間東南  5,総合,大和市林間1-13-22　林間緑地公園,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,047-A・B-3,139.4546842,35.4917859
南林間東南  6,総合,大和市林間1-15-15  ヤスダマンション,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,047-D-2,139.4559917,35.4921962
南林間東南  9,総合,大和市林間1-15-38,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,047-D-5,139.4562167,35.4912491
南林間東南  7,総合,大和市林間1-18-15  ジュネパレス池田2,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,039-B-8,139.4554773,35.4940511
南林間東南  2,総合,大和市林間1-3-5  小田急南林間駐輪場,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-D-4,139.4518604,35.4914062
南林間東南  1,総合,大和市林間1-4  南林間駅東口,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-C-1,139.4513942,35.4925497
南林間東南  4,総合,大和市林間1-6  花岡動物病院向かい,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-H-1,139.4537412,35.4928421
南林間東北  9,総合,大和市林間2-1-25,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,038-D-9,139.4513942,35.4937892
南林間東北  1,総合,大和市林間2-19-5  CIVILオオサコ,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,038-E-7,139.451989,35.4943872
南林間東北  7,総合,大和市林間2-22-29  駐車場,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,038-H-5,139.4540573,35.4956834
南林間東北  2,総合,大和市林間2-4-17,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,038-C-6,139.4512067,35.4951422
南林間東北  4,総合,大和市林間2-6  林間1号公園,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,038-C-2,139.4511316,35.4969491
南林間東北  5,総合,大和市林間2-9-5  駐車場,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,030-E-10,139.4521122,35.4975733
南林間東北  8,総合,大和市下鶴間1783  子どもの広場,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,039-B-3,139.4551451,35.4962945
南林間東北  13,総合,大和市下鶴間1783-278,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,039-D-3,139.4563346,35.496229
南林間南  6,総合,大和市南林間1-7-9  南林間西口第三ビル,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-B-4,139.4505952,35.4913651
南林間南  4,総合,大和市西鶴間1-24  西鶴間一丁目公園,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,056-C-2,139.4508852,35.4879015
南林間南  1,総合,大和市西鶴間1-6  リンデンアパート隣 駐車場角,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-F-10,139.4530339,35.4888268
南林間南  5,総合,大和市西鶴間1-6-12　ホーユウパレス南林間第二,,,回収地区4,A資源-毎月2・4回目月<BR>B資源-毎月1・3回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,046-E-8,139.4523962,35.4896429
南林間南  3,総合,大和市南林間1-17-15　南林間自治会連合会会館,,,回収地区4,A資源-毎月2・4回目月<br>B資源-毎月1・3回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,045-G-6,139.4491149,35.4905356
南林間北  8,総合,大和市南林間2-11-15  ダイアパレス南林間ステーションサイド,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,045-H-1,139.4495402,35.4927461
南林間北  5,総合,大和市南林間2-18-23  知能工作研究所,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,045-E-1,139.4477827,35.492685
南林間北  1,総合,大和市南林間2-4-5  クリオ南林間 参番館,,,回収地区3,A資源-毎月1・3回目月<br>B資源-毎月2・4回目月<br>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-H-7,139.4495535,35.4945585
南林間北  3,総合,大和市南林間2-8  南林間フォーミーガーデン,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-G-8,139.4488543,35.4940598
南林間北  7,総合,大和市南林間3-10  南林間児童遊園,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-B-5,139.4461376,35.4953343
南林間北  2,総合,大和市南林間3-2  ロイヤルコート南林間の隣駐車場,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-G-5,139.4490847,35.49557
南林間北  4,総合,大和市南林間3-5-22  南林間セントラルマンションNO1,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-D-5,139.4471504,35.4952863
南林間北  6,総合,大和市南林間3-6-17  林間ハイツ,,,回収地区3,A資源-毎月1・3回目月<BR>B資源-毎月2・4回目月<BR>容器包装プラ-毎週水,A資源、B資源、容器包装プラ,,037-B-6,139.4462984,35.4946971
入村  2,総合,大和市深見3041,,,回収地区8,A資源-毎月2・4回目火<br>B資源-毎月1・3回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,095-E-4,139.4742262,35.4686566
入村  1,総合,大和市深見台3-5  果樹園,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,095-E-8,139.4746817,35.4672005
梅ヶ丘  1,総合,大和市深見2242-10  緑地前の歩道,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,095-B-5,139.4726723,35.4685099
梅ヶ丘  2,総合,大和市深見台3-3-27,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,094-H-6,139.4716006,35.4678465
百合ヶ丘  2,総合,大和市上和田1-177  鉄塔下の旧ごみ停,,,回収地区10,A資源-毎月2・4回目金<br>B資源-毎月1・3回目金<br>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,116-H-4,139.47146,35.4554183
百合ヶ丘  1,総合,大和市上和田48-1,,,回収地区10,A資源-毎月2・4回目金<br>B資源-毎月1・3回目金<br>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,116-G-5,139.4712256,35.4550928
富士見  3,総合,大和市上草柳2-5-7  フジコーポ,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,091-E-3,139.4569133,35.4693304
富士見  1,総合,大和市上草柳2-7-6,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,091-D-3,139.4560292,35.4691777
富士見  4,総合,大和市上草柳2-9-3  下草柳ちびっこ広場（赤い羽根子供の遊び場入口）,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,091-C-1,139.4555825,35.4702795
富士見ヶ丘  3,総合,大和市福田1-18斜め前　やなぎ橋高架下,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,121-H-7,139.4675047,35.4494722
富士見ヶ丘  4,総合,大和市福田1-15-3  ハイツ石打,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,121-G-9,139.4663655,35.4484375
富士見ヶ丘  1,総合,大和市福田1-4-5  山下ビル(桜ヶ丘西口駐輪場前),,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,122-B-9,139.4682891,35.4486862
富士見ヶ丘  5,総合,大和市福田8-8-6  福田神社東側,,,回収地区9,A資源-毎月1・3回目金<BR>B資源-毎月2・4回目金<BR>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,121-D-8,139.4652992,35.4489787
文化  4,総合,大和市上草柳8-14-16,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,074-D-2,139.4519997,35.4788364
文化  1,総合,大和市上草柳8-3  緑の広場44号,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,074-C-4,139.4512544,35.4779165
文化  5,総合,大和市上草柳8-3-2,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,074-E-5,139.4520854,35.4774354
文化西  2,総合,大和市西鶴間4-16-8  大和タオル商会の向い側,,,回収地区5,A資源-毎月1・3回目水<br>B資源-毎月2・4回目水<br>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,064-A-8,139.4501955,35.4803614
文化西  1,総合,大和市西鶴間4-5  西鶴間四丁目児童遊園,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,064-B-5,139.4508798,35.4820967
坊の窪  2,総合,大和市深見2279,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,095-A-1,139.4722329,35.4702644
坊の窪  1,総合,大和市深見3017  八坂神社,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,095-D-4,139.4736636,35.4687063
柳会  1,総合,大和市上草柳9-10  子安2号公園,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,073-G-2,139.4489883,35.4789804
柳会  2,総合,大和市上草柳9-4-8,,,回収地区5,A資源-毎月1・3回目水<BR>B資源-毎月2・4回目水<BR>容器包装プラ-毎週木,A資源、B資源、容器包装プラ,,073-F-6,139.4483828,35.477108
柳橋  11,総合,大和市柳橋5-13-13  （株）タセト化学,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,119-H-9,139.4583333,35.4488215
柳橋  2,総合,大和市柳橋2-1-3  ガス整圧器,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,116-D-3,139.4693394,35.4559052
柳橋  4,総合,大和市柳橋2-14-4  小田急コアロード桜ヶ丘南側,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,115-H-8,139.4673514,35.4532341
柳橋  1,総合,大和市柳橋2-17  柳橋1号公園,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,115-H-6,139.4671523,35.4548856
柳橋  3,総合,大和市柳橋2-9-10　柳橋東和マンション西側歩道,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,116-A-8,139.467816,35.4535354
柳橋  7,総合,大和市柳橋3-12-11  朝日プラザ桜ヶ丘NO.2,,,回収地区7,A資源-毎月1・3回目火<BR>B資源-毎月2・4回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,122-B-5,139.4682463,35.4503622
柳橋  5,総合,大和市柳橋3-4  さくら公園,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,122-B-1,139.4681932,35.4520936
柳橋  9,総合,大和市柳橋3-5-18  カーサポニータ大和,,,回収地区7,A資源-毎月1・3回目火<br>B資源-毎月2・4回目火<br>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,122-A-2,139.4676219,35.4519938
富士見ヶ丘  6,総合,大和市福田1-30-1  桜ヶ丘学習センター北側道路,,,回収地区9,A資源-毎月1・3回目金<br>B資源-毎月2・4回目金<br>容器包装プラ-毎週土,A資源、B資源、容器包装プラ,,129-E-1,139.4656913,35.4476178
光丘  6,総合,大和市深見3890  エスポワール光丘,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,110-E-9,139.4700038,35.4576379
光丘  1,総合,大和市深見3927-2  山王塚公園（なかよし公園）,,,回収地区8,A資源-毎月2・4回目火<BR>B資源-毎月1・3回目火<BR>容器包装プラ-毎週金,A資源、B資源、容器包装プラ,,110-D-7,139.4694491,35.4586795
公所  4,総合,大和市下鶴間145  定法寺東側,,,回収地区2,A資源-毎月2・4回目木<BR>B資源-毎月1・3回目木<BR>容器包装プラ-毎週火,A資源、B資源、容器包装プラ,,008-E-2,139.4652992,35.5145033
